name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Lunch Box,1020018,418686,426020,Bradford Road,Cleckheaton,West Yorkshire,BD19 3TJ,Kirklees District,,Takeaways
Moorend Off Licence & Groceries,9470699,418836.7,425867.8,Bradford Road,Cleckheaton,West Yorkshire,BD19 3PY,Kirklees District,,Convenience Stores
South St. News & Wine,9470699,405919,440507,South Street,Keighley,West Yorkshire,BD21 1EQ,Bradford District,,Convenience Stores
Ora Food Store,9470669,429769,430636,Tempest Road,Leeds,West Yorkshire,LS11 7DH,Leeds District,,Speciality Outlets
Cutgate Chippy,1020020,387623,413988,Edenfield Road,Rochdale,Greater Manchester,OL11 5AQ,Rochdale District,,Takeaways
Chimes,1020013,451181,398761.8,Town Centre,Doncaster,South Yorkshire,DN12 3HP,Doncaster District,,Cafes
Bella's Butties,1020018,451127,398633,Town Centre,Doncaster,South Yorkshire,DN12 3HR,Doncaster District,,Takeaways
Tk's Pizzeria,1020018,441565,430225,Garforth,Leeds,West Yorkshire,LS25 7JP,Leeds District,,Takeaways
Paprika,1020018,388104,410740,Manchester Road,Rochdale,Greater Manchester,OL11 3AW,Rochdale District,,Takeaways
Baskin Robbins,1020018,443517.5,423944.5,Colorado Way,Castleford,West Yorkshire,WF10 4TA,Wakefield District,Baskin Robbins,Takeaways
Oriental Delight,1020018,442907.2,426079.8,Mill Lane,Castleford,West Yorkshire,WF10 2LX,Wakefield District,,Takeaways
5pies,1020034,398947,451955,Town Centre,Skipton,North Yorkshire,BD23 1NJ,Craven District,,Restaurants
Elsworth Kitchen,1020034,398836,451647,Coach Street,Skipton,North Yorkshire,BD23 1LH,Craven District,,Restaurants
Kibble,1020013,398939,451591,Sheep Street,Skipton,North Yorkshire,BD23 1HY,Craven District,,Cafes
Coffee and Wine by Tommy,1020034,474929,428413,Bridgegate,"Howden, Goole",East Riding of Yorkshire,DN14 7AB,East Riding of Yorkshire,,Restaurants
The Malt House Bar & Bistro,1020034,474919,428403,Bridgegate,"Howden, Goole",East Riding of Yorkshire,DN14 7AB,East Riding of Yorkshire,,Restaurants
The Sweet Shop,9470663,474862,428301,Market Place,"Howden, Goole",East Riding of Yorkshire,DN14 7BL,East Riding of Yorkshire,,Speciality Outlets
Epworth Convenience Store,9470699,478259,403857,High Street,"Epworth, Doncaster",Lincolnshire,DN9 1ET,North Lincolnshire,Go Local,Convenience Stores
Taqwa Shop,9470699,384017,401348,Cheetham Hill,Manchester,Greater Manchester,M8 9HJ,Manchester District,,Convenience Stores
Dolce Vita Craft & Kitchen,1020013,428860,430952,Beeston,Leeds,West Yorkshire,LS11 7HX,Leeds District,,Cafes
Alfred Moodies Free House,1020034,433230.9,420809.4,Westgate,Wakefield,West Yorkshire,WF1 1JY,Wakefield District,,Restaurants
Department of Coffee and Social Affairs,1020013,384264,398118,Faulkner Street,Manchester,Greater Manchester,M1 4DY,Manchester District,Department Of Coffee And Social Affairs,Cafes
Casa Grill,1020018,434359.6,419542.8,Doncaster Road,Wakefield,West Yorkshire,WF1 5HL,Wakefield District,,Takeaways
Wow Vape Shop,9470699,436270,434556,Crossgates Shopping Centre,Leeds,West Yorkshire,LS15 8EU,Leeds District,,Convenience Stores
Crossgates Stop 'n' Shop,9470699,436262,434691,Cross Gates,Leeds,West Yorkshire,LS15 8DX,Leeds District,,Convenience Stores
Crossgates Mini Market,9470699,436338,434713,Cross Gates,Leeds,West Yorkshire,LS15 8BA,Leeds District,,Convenience Stores
Azan Cafe,1020013,383533.4,399662.8,Bury New Road,Manchester,Greater Manchester,M8 8EL,Manchester District,,Cafes
Cissie Barlow's Traditional Sweet Shop,9470663,393895,408986,Shaw,Oldham,Greater Manchester,OL2 8NH,Oldham District,,Speciality Outlets
Fresh Fruit,9470669,427018,433466,Bramley,Leeds,West Yorkshire,LS12 3AA,Leeds District,,Speciality Outlets
D' Munchies,1020013,388236,410648,Manchester Road,Rochdale,Greater Manchester,OL11 3AH,Rochdale District,,Cafes
Londis,9470699,417833,434731,Otley Road,Bradford,West Yorkshire,BD2 4QL,Bradford District,Londis,Convenience Stores
Salt Mine,1020018,416884,416463,Wakefield Road,Huddersfield,West Yorkshire,HD5 9XW,Kirklees District,,Takeaways
Grandad Joe's Tea Rooms,1020013,456600,405629,High Street,"Bentley, Doncaster",South Yorkshire,DN5 0AA,Doncaster District,,Cafes
The Piece Hall Deli,9470665,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,,Speciality Outlets
The Chocolate Box,9470663,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,,Speciality Outlets
Spogs & Spice,9470663,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,,Speciality Outlets
Hare & Hounds,1020034,417816,443438,Town Centre,Ilkley,West Yorkshire,LS29 6BU,Bradford District,Greene King,Restaurants
Bigfellas,1020018,413956,417901,St. Johns Road,Huddersfield,West Yorkshire,HD1 5EY,Kirklees District,,Takeaways
Cake Castle,7400524,412865,417211,Westbourne Road,Huddersfield,West Yorkshire,HD1 4LG,Kirklees District,,Speciality Outlets
Hudds Food & Wines,9470699,415290.3,417923.9,Leeds Road,Huddersfield,West Yorkshire,HD2 1YB,Kirklees District,,Convenience Stores
The Northern Quarter,1020034,414503,416880,Wood Street,Huddersfield,West Yorkshire,HD1 1DU,Kirklees District,,Restaurants
Fattoush Grill,1020018,414608,416873,Lord Street,Huddersfield,West Yorkshire,HD1 1QA,Kirklees District,,Takeaways
Shaam Spice,1020018,414456.1,416781.4,John William Street,Huddersfield,West Yorkshire,HD1 1BR,Kirklees District,,Takeaways
Novo,1020013,414421,416520,New Street,Huddersfield,West Yorkshire,HD1 2BW,Kirklees District,,Cafes
Piccante,1020018,412931,417214,Westbourne Road,Huddersfield,West Yorkshire,HD1 4LG,Kirklees District,,Takeaways
The Vape Store,9470699,414466,416703,Town Centre,Huddersfield,West Yorkshire,HD1 2AN,Kirklees District,,Convenience Stores
George & Dragon,1020034,433933,406491,Summer Lane,Barnsley,South Yorkshire,S70 2NW,Barnsley District,,Restaurants
Amin Continental,9470669,424415.8,422240.7,Town Centre,Dewsbury,West Yorkshire,WF13 2DU,Kirklees District,,Speciality Outlets
Polski Sklep,9470669,424670,421804,Town Centre,Dewsbury,West Yorkshire,WF13 1QQ,Kirklees District,,Speciality Outlets
Ali's Fastfood & Indian Cuisine,1020018,424088,424315,Upper Commercial Street,Batley,West Yorkshire,WF17 5DH,Kirklees District,,Takeaways
Tipsy Cow Microbar,1020034,434099,406470.6,Sackville Street,Barnsley,South Yorkshire,S70 2RD,Barnsley District,,Restaurants
My Pizza Co,1020018,434013,406202,Racecommon Road,Barnsley,South Yorkshire,S70 6AA,Barnsley District,,Takeaways
Continent,9470699,434016,406209,Racecommon Road,Barnsley,South Yorkshire,S70 6AA,Barnsley District,,Convenience Stores
Black Sheep Coffee,1020013,384042,398187,City Centre,Manchester,Greater Manchester,M2 2BQ,Manchester District,Black Sheep Coffee,Cafes
The Freemount,1020034,384507,398537,Oldham Street,Manchester,Greater Manchester,M4 1LW,Manchester District,,Restaurants
Mad Cow,1020018,461875,451322,City Centre,York,North Yorkshire,YO10 3JW,York,,Takeaways
Dhillon's Bridge Fisheries,1020020,460138,453522,Intake Avenue,York,North Yorkshire,YO30 6HB,York,,Takeaways
Basilico Pizza,1020018,460295,451613,King Street,York,North Yorkshire,YO1 9SP,York,,Takeaways
The Press Kitchen,1020034,460796,451553,City Centre,York,North Yorkshire,YO1 9TY,York,,Restaurants
Erics Place,1020013,426446,427680,Morley,Leeds,West Yorkshire,LS27 8DW,Leeds District,,Cafes
Luppy's Take Away,1020018,426490,427468,Morley,Leeds,West Yorkshire,LS27 9AA,Leeds District,,Takeaways
Marabou Super Market,9470669,489083,412000,Frodingham Road,Scunthorpe,Lincolnshire,DN15 7NW,North Lincolnshire,,Speciality Outlets
Avenue Fisheries,1020020,488243,411451,Avenue Vivian,Scunthorpe,Lincolnshire,DN15 8HX,North Lincolnshire,,Takeaways
Helen International Mini Market,9470699,489125.1,411741.3,Frodingham Road,Scunthorpe,Lincolnshire,DN15 7NJ,North Lincolnshire,,Convenience Stores
Caffe Nero,1020013,384686,398037,City Centre,Manchester,Greater Manchester,M1 2GH,Manchester District,Caffe Nero,Cafes
Northern Monk Refectory,1020034,384682,398297,Tariff Street,Manchester,Greater Manchester,M1 2EJ,Manchester District,,Restaurants
Cocktail Beer Ramen + Bun,1020034,384553,398590,Oldham Street,Manchester,Greater Manchester,M4 1LW,Manchester District,,Restaurants
The Oast House,1020034,383432.4,398239.6,Crown Square,Manchester,Greater Manchester,M3 3AY,Manchester District,,Restaurants
33 Oldham St.,1020034,384414,398425,Oldham Street,Manchester,Greater Manchester,M1 1JG,Manchester District,,Restaurants
Yangtze,1020018,384160,398462,Market Street,Manchester,Greater Manchester,M4 2HU,Manchester District,Yangtze,Takeaways
Auntie Anne's,9470661,384058,398555,Market Street,Manchester,Greater Manchester,M4 3AQ,Manchester District,Auntie Anne's,Takeaways
La Bottega,9470665,460511,452160,Goodramgate,York,North Yorkshire,YO1 7LW,York,La Bottega,Speciality Outlets
House of Trembling Madness,1020034,460090,451961,Lendal,York,North Yorkshire,YO1 8AA,York,,Restaurants
Daughter York,1020013,460340,451616,City Centre,York,North Yorkshire,YO1 9RD,York,,Cafes
Mooboo,1020013,460658,451627,City Centre,York,North Yorkshire,YO1 9TX,York,Mooboo,Cafes
Brewhouse,1020034,420798,441150,High Street,"Yeadon, Leeds",West Yorkshire,LS19 7SP,Leeds District,,Restaurants
Rose & Crown,1020034,431455,433857,Rigton Drive,Leeds,West Yorkshire,LS9 7PY,Leeds District,Tadcaster Pub Company,Restaurants
Tablites,9470699,384498,398831,Swan Street,Manchester,Greater Manchester,M4 5JU,Manchester District,TABlites,Convenience Stores
Peppers,1020018,413974,417933,St. Johns Road,Huddersfield,West Yorkshire,HD1 5EY,Kirklees District,,Takeaways
Aro Mini Market,9470699,414024,417874,St John's Road,Huddersfield,West Yorkshire,HD1 5EY,Kirklees District,,Convenience Stores
Fruits & Shoots,9470669,413968,417935,St. Johns Road,Huddersfield,West Yorkshire,HD1 5EY,Kirklees District,,Speciality Outlets
Inner Peace,9470668,489438,408659,Ashby High Street,Scunthorpe,Lincolnshire,DN16 2SD,North Lincolnshire,,Speciality Outlets
Just Between Friends,1020013,384497,398545,Tib Street,Manchester,Greater Manchester,M4 1LG,Manchester District,,Cafes
Bird & Blend Tea Co.,9470798,384443.3,398470.2,Church Street,Manchester,Greater Manchester,M4 1PD,Manchester District,,Cafes
Rump N Ribs,1020034,383173,397766,Liverpool Road,Manchester,Greater Manchester,M3 4JN,Manchester District,,Restaurants
Brasserie Abode,1020034,384642,398143,Piccadilly,Manchester,Greater Manchester,M1 2DB,Manchester District,,Restaurants
Masons Restaurant Bar,1020034,383500.5,398267.6,City Centre,Manchester,Greater Manchester,M3,Manchester District,,Restaurants
simplyfresh,9470699,384602.2,397954.2,City Centre,Manchester,Greater Manchester,M1 3BN,Manchester District,Simplyfresh,Convenience Stores
Cibo,1020034,383392,397687,Liverpool Road,Manchester,Greater Manchester,M3 4NW,Manchester District,,Restaurants
Philpotts Ltd,1020018,383529.1,398104.6,City Centre,Manchester,Greater Manchester,M3 3HF,Manchester District,Philpotts,Takeaways
The Lodge Bar,1020034,384377,397901,Bloom Street,Manchester,Greater Manchester,M1 3HZ,Manchester District,,Restaurants
Bouzouki's Little Greek Shop,1020018,384312,397567,City Centre,Manchester,Greater Manchester,M1 6NG,Manchester District,,Takeaways
The Clink Cafe,1020013,383950,397668,Chepstow Street,Manchester,Greater Manchester,M1 5FW,Manchester District,,Cafes
Desire Shakes & Cakes,1020018,434953,405753,Town Centre,Barnsley,South Yorkshire,S70 1JH,Barnsley District,,Takeaways
Ice Queenz,1020018,434511,406441,The Arcade,Barnsley,South Yorkshire,S70 2QN,Barnsley District,,Takeaways
Pizza Republic,1020018,409100,425376,St. James Road,Halifax,West Yorkshire,HX1 1YS,Calderdale District,,Takeaways
Dove Cote Cakes,7400524,407945,424305,King Cross Road,Halifax,West Yorkshire,HX1 3JL,Calderdale District,,Speciality Outlets
Ecloud,9470699,440075,402949,Park Street,"Wombwell, Barnsley",South Yorkshire,S73 0AS,Barnsley District,eCloud,Convenience Stores
Safyan Local Shop,9470699,408626,424979,Hopwood Lane,Halifax,West Yorkshire,HX1 5ER,Calderdale District,,Convenience Stores
The Beach,1020034,393323,414924,Lake Side,Littleborough,Greater Manchester,OL15 0DD,Rochdale District,Greene King,Restaurants
The Squinting Cat,1020034,428856,452507.7,,"Lund House Green, Harrogate",North Yorkshire,HG3 1QE,Harrogate District,Greene King,Restaurants
East Dragon,1020018,444260.8,397035,Kilnhurst Road,"Rawmarsh, Rotherham",South Yorkshire,S62 5NB,Rotherham District,,Takeaways
Peter Cusworth & Son,9470662,445684,399194,Station Street,"Swinton, Mexborough",South Yorkshire,S64 8PZ,Rotherham District,,Speciality Outlets
Walkers Diner,1020013,445657,399197,Station Street,"Swinton, Mexborough",South Yorkshire,S64 8PZ,Rotherham District,,Cafes
Spar Store,9470699,445888.5,404318,Barnsley Road,"Goldthorpe, Rotherham",South Yorkshire,S63 9AE,Barnsley District,Spar,Convenience Stores
Londis,9470699,444926,399320,Church Street,"Swinton, Mexborough",South Yorkshire,S64 8DQ,Rotherham District,Londis,Convenience Stores
Chilli Express,1020018,448098,399864,Doncaster Road,Mexborough,South Yorkshire,S64 0JW,Doncaster District,,Takeaways
Ecloud,9470699,448081.6,399886.6,Doncaster Road,Mexborough,South Yorkshire,S64 0JW,Doncaster District,eCloud,Convenience Stores
New Masons Arms,1020034,448055.6,399846.5,Doncaster Road,Mexborough,South Yorkshire,S64 0JW,Doncaster District,,Restaurants
The Butchers Arms,1020034,445632,399194,Queen Street,"Swinton, Mexborough",South Yorkshire,S64 8NA,Rotherham District,,Restaurants
The Junction,1020034,394191,405733,Ripponden Road,Oldham,Greater Manchester,OL1 4EW,Oldham District,,Restaurants
The Secret Bakery,9470661,431675,455605,Knaresborough Road,Harrogate,North Yorkshire,HG2 7SR,Harrogate District,,Takeaways
Hollins News,9470699,391935,402866,Trough Gate,Oldham,Greater Manchester,OL8 3TH,Oldham District,,Convenience Stores
Amin Poultry,9470662,391564,405363,Featherstall Road North,Oldham,Greater Manchester,OL9 6QB,Oldham District,,Speciality Outlets
Barlows,1020013,391190,402706,Chapel Road,Oldham,Greater Manchester,OL8 4QL,Oldham District,,Cafes
Ripon Vape,9470699,431139,471246,Westgate,Ripon,North Yorkshire,HG4 2BQ,Harrogate District,,Convenience Stores
Shisha Hub,1020034,457476,403206,Town Centre,Doncaster,South Yorkshire,DN1 1TS,Doncaster District,,Restaurants
Sibella Shisha Bar,1020034,457484,403218,Priory Walk,Doncaster,South Yorkshire,DN1 1TS,Doncaster District,,Restaurants
Casper's Coffee House,1020013,447526.5,399810.8,Town Centre,Mexborough,South Yorkshire,S64 9LL,Doncaster District,,Cafes
Today's Express,9470699,444250,397009,Kilnhurst Road,"Rawmarsh, Rotherham",South Yorkshire,S62 5QQ,Rotherham District,Today's Food Stores,Convenience Stores
The Church at Oldham,1020034,391049,403142,Chapel Road,Oldham,Greater Manchester,OL8 4QQ,Oldham District,,Restaurants
Flock,1020018,384702,398020,City Centre,Manchester,Greater Manchester,M1 2GH,Manchester District,,Takeaways
Vip,9470699,383674,398301,Deansgate,Manchester,Greater Manchester,M3 2BQ,Manchester District,VIP,Convenience Stores
Peter Street Kitchen,1020034,383683,397930,City Centre,Manchester,Greater Manchester,M2 5GP,Manchester District,,Restaurants
Kiplings,1020018,410692,439270,Main Street,Bingley,West Yorkshire,BD16 2HZ,Bradford District,,Takeaways
Haworth Steam Brewing Co.,1020034,403016,437242,Town Centre,Keighley,West Yorkshire,BD22 8DP,Bradford District,,Restaurants
The Hawthorn,1020034,403042,437172,Town Centre,Keighley,West Yorkshire,BD22 8DP,Bradford District,,Restaurants
Tandoori Flames,1020018,393648,416328,Church Street,Littleborough,Greater Manchester,OL15 8AB,Rochdale District,,Takeaways
Zee Desserts,1020018,386854,422993,St. James Square,Bacup,Lancashire,OL13 9NH,Rossendale District,,Takeaways
Q Gardens,1020034,415936,429737,Pearson Road,Bradford,West Yorkshire,BD6 1BJ,Bradford District,,Restaurants
Friesday,1020018,415703,432726,Great Horton Road,Bradford,West Yorkshire,BD7 1AZ,Bradford District,,Takeaways
Three Horse Shoes,1020034,456815,403923,Town End,Doncaster,South Yorkshire,DN5 9AG,Doncaster District,,Restaurants
Mellor's Bakery,1020013,458003,403706,Highfield Road,Doncaster,South Yorkshire,DN1 2LA,Doncaster District,,Cafes
Clay Oven,1020018,446432,404454,Doncaster Road,"Goldthorpe, Rotherham",South Yorkshire,S63 9HJ,Barnsley District,,Takeaways
Xerxes,1020034,424498,421599.3,South Street,Dewsbury,West Yorkshire,WF13 1JS,Kirklees District,,Restaurants
Icestone Gelato,1020018,424480,424126,Commercial Street,Batley,West Yorkshire,WF17 5EP,Kirklees District,Icestone Gelato,Takeaways
Ecloud,9470699,433727,406300,Dodworth Road,Barnsley,South Yorkshire,S70 6HB,Barnsley District,eCloud,Convenience Stores
Tony's Hot & Cold Quality Sandwiches,1020018,385721.2,398599.6,Piercy Street,Manchester,Greater Manchester,M4 7HY,Manchester District,,Takeaways
Elnecot,1020034,384918,398691,Blossom Street,Manchester,Greater Manchester,M4 6AJ,Manchester District,,Restaurants
Sainsbury's Local,9470699,419991.9,422344,Huddersfield Road,Liversedge,West Yorkshire,WF15 7QQ,Kirklees District,Sainsbury's Local,Convenience Stores
Robin Hood,1020034,445559.1,399147.4,Church Street,"Swinton, Mexborough",South Yorkshire,S64 8QA,Rotherham District,,Restaurants
Potteries Tea Rooms,1020013,445516,399193,Church Street,"Swinton, Mexborough",South Yorkshire,S64 8QA,Rotherham District,,Cafes
The Grove,1020034,456112,404389,York Road,Doncaster,South Yorkshire,DN5 8HL,Doncaster District,,Restaurants
Ruby's Snacks,1020018,458917,404251,Thorne Road,Doncaster,South Yorkshire,DN2 5BD,Doncaster District,,Takeaways
Eleven News & Tobacco,9470699,457550,403484,Market Place,Doncaster,South Yorkshire,DN1 1LQ,Doncaster District,,Convenience Stores
Tommy's Cafe,1020013,460749,406157,Town Centre,Doncaster,South Yorkshire,DN2 4SA,Doncaster District,,Cafes
Relish,1020018,391935,402861,Trough Gate,Oldham,Greater Manchester,OL8 3TH,Oldham District,,Takeaways
Shop'n Drive,9470699,415876,426452,Whitehall Road,Bradford,West Yorkshire,BD12 9LN,Bradford District,Shop'N Drive,Convenience Stores
McColl's,9470699,455359,405425,Town Centre,Doncaster,South Yorkshire,DN5 9EX,Doncaster District,Martin McColl Ltd,Convenience Stores
Mei Mei,1020018,468642.3,413374.7,King Street,"Thorne, Doncaster",South Yorkshire,DN8 5AU,Doncaster District,,Takeaways
Mackies,1020013,427806.2,420366.4,Bank Street,Ossett,West Yorkshire,WF5 8NL,Wakefield District,,Cafes
Mrs Potts,1020013,386842,422841,King Street,Bacup,Lancashire,OL13 0AH,Rossendale District,,Cafes
Taystee's,1020018,393676,416417.8,Town Centre,"Littleborough, Lancashire",Greater Manchester,OL15 9DB,Rochdale District,,Takeaways
Tiger Nutrition,9470672,474477,423678,Boothferry Road,Goole,East Riding of Yorkshire,DN14 5DE,East Riding of Yorkshire,,Speciality Outlets
Tom Pudding Micro Pub,1020034,474354,423834,Pasture Road,Goole,East Riding of Yorkshire,DN14 6EZ,East Riding of Yorkshire,,Restaurants
Spurr's Quality Butchers,9470662,427909.9,420644,Dale Street,Ossett,West Yorkshire,WF5 9HE,Wakefield District,,Speciality Outlets
The Hang Over Cafe Bar,1020013,384320,398522,Northern Quarter,Manchester,Greater Manchester,M4 1PE,Manchester District,,Cafes
Arizona's,1020013,390912,402584,Hollins Road,Oldham,Greater Manchester,OL8 3PP,Oldham District,,Cafes
Extra Food & Drinks,9470669,458178,402586,Carr House Road,Doncaster,South Yorkshire,DN1 2BD,Doncaster District,,Speciality Outlets
Delicious,1020018,457006,406152,Arksey Lane,"Bentley, Doncaster",South Yorkshire,DN5 0RX,Doncaster District,,Takeaways
Balby Vapes,9470699,455724.2,401097.1,Warmsworth Road,Doncaster,South Yorkshire,DN4 0RS,Doncaster District,,Convenience Stores
Broadway Local,9470699,489704,408603,Ashby,Scunthorpe,Lincolnshire,DN16 3HA,North Lincolnshire,,Convenience Stores
Snowcold Creamery,1020018,424672.4,423403.1,Town Centre,Batley,West Yorkshire,WF17 6JQ,Kirklees District,,Takeaways
Kwiksave,9470699,422544,426242,Low Lane,Batley,West Yorkshire,WF17 9EW,Kirklees District,Kwiksave,Convenience Stores
Little Greek,1020018,422338,426279,Birstall Shopping Park,Batley,West Yorkshire,WF17 9HB,Kirklees District,,Takeaways
